countryshort,party_id,party_short,party_name,party_name_english,country_id,country_abb,country,country_en,year_first,year_last,partyfacts_id
LVA,2406,TB-LNNK; NA,Nacionala apvieniba “Visu Latvijai!”—Tevzemei un Brivibai/LNNK,"National Alliance ""All For Latvia!""­ For Fatherland and Freedom/LNNK",,,,,2002,2023,1704
LVA,2401,JL,Jaunais Laikas,New Era Party,,,,,2002,2006,1531
LVA,2402,PCTVL; LKS,Par Cilveka Tiesibam Vienota Latvija; Latvijas Krievu savienlba,For Human Rights in United Latvia; Latvian Russian Union,,,,,2002,2023,176
LVA,2404,LPP,Latvijas Pirma Partija,Lativa's First Party,,,,,2002,2006,1778
LVA,2408,LSDSP,Latvijas Socialdemokratiska Stradnieku Partija,Latvian Social Democratic Labour Party,,,,,2002,2006,741
LVA,2407,LC,Latvijas Celš,Latvia's Way,,,,,2002,2006,1043
LVA,2405,zzs,Zalo un Zemnieku Savieniba,Union of Greens and Farmers,,,,,2002,2023,701
LVA,2410,SC; SDPS,"Saskanas Centrs; Socialdemokratiska Partija “Saskana""","Harmony Centre; Social Democratic Party ""Harmony""",,,,,2006,2023,1056
LVA,2411,ZRP,Zatlera Reform Partija,Zatler's Reform Party,,,,,2010,2010,1476
LVA,2412,V,Vienotiba,Unity,,,,,2010,2023,852
LVA,2413,NSL,No sirds Latvijai,For Latvia from the Heart,,,,,2014,2014,3193
LVA,2414,LRA,Latvijas Regionu apvieniba,Latvian Association of Regions,,,,,2014,2023,3194
LVA,2417,AP!,Attistibai/Par!,Development/For!,,,,,2019,2023,8393
LVA,2415,KPV LV,Kam pieder valsts?,Who owns the state?,,,,,2019,2020,6356
LVA,2416,JKP,Jauna konservativa partija,New Conservative Party,,,,,2019,2020,6355
LTU,2502,NDP,Naujosios demokratijos partija,New Democratic Party,,,,,2002,2002,1747
LTU,2505,LLS; LiCS,Lietuvos liberalq sajunga; Liberalu ir centro sajunga,Liberal Union of Lithuanian; Liberal and Centre Union,,,,,2002,2010,1357
LTU,2503,LRS,Lietuvos rusq sajunga,Lithuanian Russian Union,,,,,2002,2002,168
LTU,2513,JL-PKS,"Lietuviu Nacionaline Partija   ""Jaunoji Lietuva""",Young Lithuania-New  Nationalists and Political Prisoner's Union,,,,,2002,2002,1026
LTU,2510,NKS,Nuosaikiuju konservatoriu  sajunga,Moderate Conservative Union,,,,,2002,2002,52
LTU,2514,MKDS,Moderniujui krikščioniu demokratu sąjunga,Modern Christian-Democratic  Union,,,,,2002,2002,8392
LTU,2509,LCS,Lietuvos centro sajunga,Center Union of Lithuania,,,,,2002,2002,1185
LTU,2507,LVP; LVLS; LVZS,Lietuvos valstieciq partija; Valstieciu ir Naujosios demokratijos partiju sajungos; Lietuvos valstiečiu¸ ir Žaliu˛ju˛ sąjunga; Lietuvos valstiečiu¸ sąjunga,Lithuanian Peasant Party; Lithuanian Peasant Popular Union; Lithuanian Peasant and Greens Union; Lithuanian Peasant Union,,,,,2002,2023,1490
LTU,2504,NS,Naujoji sajunga (socialliberalai),New Union (Social LiberaIs),,,,,2002,2010,1800
LTU,2506,TS-LKD; TS-LKD,Tevynes sajunga-Lietuvos krikScionys demokratai; Tevynes sajunga,Homeland Union-Lithuanian Christian Democrats; Homeland  Union,,,,,2002,2023,193
LTU,2511,LLRA,Lietuvos lenkq rinkimq akcija,Electoral Action of Lithuania's Poles,,,,,2002,2023,556
LTU,2512,LLS,Lietuvos laisves sajunga,Lithuanian Liberty Union,,,,,2002,2002,1410
LTU,2501,LSDP,Lietuvos socialdemokratq paitija,Social Democratic Party of Lithuania,,,,,2002,2023,64
LTU,2508,LKDP,Lietuvos krikscionys demokrataj,Lithuanian Christian Democrats,,,,,2002,2002,1063
LTU,2515,TT,Tvarka ir teisingumas,Order and Justice,,,,,2006,2023,237
LTU,2516,DP,Darbo partija,Labour Party,,,,,2006,2023,102
LTU,2518,LRLS,Lietuvos Respublikos Liberalu Sajiidis; Liberalu Sajudis; Lietuvos Respublikos Liberalu Sąjudis,Liberals' Movement of the Republic of Lithuania; Liberal Movement,,,,,2010,2023,1744
LTU,2517,TPP,Tautos prisikelimo partija,National Resurrection Party,,,,,2010,2010,347
LTU,2519,FRONT,Fronto Partija,Liberal Movement of the Republic of Lithuania Front  Party,,,,,2010,2010,1250
LTU,2520,DK,Drasos Kelias,The Way of Courage,,,,,2014,2014,74
LTU,2521,LCP,Lietuvos Centro Partija,Lithuanian Centre Party,,,,,2019,2023,5455
LTU,2522,LZP,Lietuvos falioji partija,Lithuanian Green Party,,,,,2019,2023,1407
LTU,2523,VKM-AMT,"Visuomeninis rinkimu komitetas ""Ausros Maldeikienes traukinys""","Public election committee ""Ausra Maldeikiene's Train""",,,,,2019,2023,2778
POL,2609,UW; PD,Unia Wolnosci; Partia Demokratyczna,Freedom Union; Democratic Party,,,,,2002,2006,1566
POL,2605,PiS,Prawo i Sprawiedliwosc,Law and Justice Party,,,,,2002,2023,1565
POL,2602,UP,Unia Pracy,Union of Labour,,,,,2002,2002,1104
POL,2608,AWSP,Koalicja Akcja Wyborcza Solidarność Prawicy,Coalition Electoral Action Solidarity of the Right,,,,,2002,2002,863
POL,2601,SLD,Sojusz Lewicy Demokratycznej,Alliance of Democratic Left; Democratic Left Alliance,,,,,2002,2023,57
POL,2607,LPR,Liga Polskich Rodzin,League of Polish Families,,,,,2002,2010,1768
POL,2603,PO,Platforma Obywatelska,Civic Platform,,,,,2002,2023,1117
POL,2606,PSL,Polskie Stronnictwo Ludowe,Polish People's Party,,,,,2002,2023,602
POL,2604,S,Samoobrona RP,Self Defense of the Polish Republic,,,,,2002,2010,727
POL,2611,SDPL,Socjaldemokracja Polska,Social Democracy of Poland,,,,,2006,2010,1328
POL,2612,SD,Stronnictwo Demokratyczne,Democratic Party,,,,,2010,2010,919
POL,2614,KNP,Kongres Nowej Prawicy,Congress of the New Right,,,,,2014,2014,4713
POL,2616,SP,Solidarna Polska,United Poland,,,,,2014,2014,328
POL,2615,PR,Polska Razem,Poland Together,,,,,2014,2014,2992
POL,2613,RP,Twój Ruch (Ruch Palikota),Your Movement (Palikot's Movement),,,,,2014,2017,731
POL,2621,Wiosna,Wiosna,Spring,,,,,2019,2020,7356
POL,2619,Konfederacia,Konfederacja Wolnosc i Niepodleglo8c,Confederation Liberty and Independence,,,,,2017,2023,4629
POL,2617,Kukiz,Kukiz '15,Kukiz '15,,,,,2017,2020,4631
POL,2618,Nowo,Nowoczesna,Modern,,,,,2017,2023,4630
POL,2620,Lewica Razem,Lewica Razem,Left Together,,,,,2017,2023,4871
ROU,2703,PRM,Partidul Romania Mare,Party of Great Romania,,,,,2002,2010,1305
ROU,2706,UDMR,Uniunea Democrata  Maghiara din Romania,Hungarian Democratic Union of Romania,,,,,2002,2023,1105
ROU,2707,CDR 2000,Conventia Democrata Romana,Romanian Democratic Convention 2000,,,,,2002,2002,192
ROU,2701,PSD,Partidul SociaI Democrat,Social Democratic Party,,,,,2002,2023,120
ROU,2705,PNL,Partidul National Liberal,National Liberal Party,,,,,2002,2023,481
ROU,2702,PUR; PC,Partidul Umanist  din Romania; Partidul Conservator,Romanian Humanist Party; Conservative Party,,,,,2002,2014,1443
ROU,2704,PDL,Partidul Democrat,Democratic Party,,,,,2002,2014,1715
ROU,2708,FDGR,Forumul Democrat  al Germanilor din Romania,Democratic Forum of Germans of Romania,,,,,2006,2006,2454
ROU,2711,PMP,Partidul Micarea Populara,People's Movement Party,,,,,2014,2023,3210
ROU,2710,PP-DD,Partidul Poporului    Dan Diaconescu,People's Party-Dan Diaconescu,,,,,2014,2014,2474
ROU,2712,PLR; ALOE,Partidul  Liberal  Reformator; Alianta Liberalilor §i Democratilor,LiberaI Reformist Party; Alliance of Liberals and Democrats,,,,,2014,2020,3223
ROU,2709,UNPR,Uniunea Nationala pentru Progresul Romaniei,National  Union for the Progress of Romania,,,,,2014,2014,1541
ROU,2713,USR,Uniunea  Salvati  Romania,Save Romania Union,,,,,2019,2023,5969
ROU,2714,PRO,PRO Romania,PRO Romania,,,,,2019,2023,7359
SVK,2806,ANO,Aliancia Noveho Obcana,Alliance for a New Citizen,,,,,2002,2002,217
SVK,2802,SDKU; SDKU-DS,Slovenská demokratická a krestanská únia; Slovenská demokratická a krestanská unia—Demokratická strana,Slovak Democratic and Christian Union; Slovak Democratic and Christian  Union-Democratic  Party,,,,,2002,2014,1617
SVK,2803,Smer; Smer-SD,Strana Smer-Tretia Cesta; Smer-socialna demokracia,Direction-Third Way; Direction-Social Democracy,,,,,2002,2023,311
SVK,2801,LS-HZDS,Ludova strana-Hnutie za demokraticke Slovensko,People's Party-Movement for a Democratic Slovakia,,,,,2002,2010,560
SVK,2808,PSNS,Prava Slovenska narodna strana,Right Slovak National Party,,,,,2002,2002,129
SVK,2804,SMK; SMK-MKP,Strana madarskej koalicie--Magyar; Koalíció Pártja,Party of the Hungarian Coalition; Hungarian Coalition,,,,,2002,2020,349
SVK,2809,SNS,Slovenska narodna strana,Slovak National Party,,,,,2002,2023,730
SVK,2807,KSS,Komunisticka strana Slovenska,Communist Party of Slovakia,,,,,2002,2010,340
SVK,2805,KDH,Kresťanskodemokratické hnutie,Christian Democratic Movement,,,,,2002,2023,63
SVK,2810,HZD,Hnutie za demokraciu,Movement for Democracy,,,,,2002,2002,2133
SVK,2811,SF,Slobodne forum,Free Forum,,,,,2006,2010,137
SVK,2812,SaS,Sloboda a Solidarita,Freedom and Solidarity,,,,,2010,2023,1386
SVK,2813,Most,Most-Hid,Bridge,,,,,2010,2020,258
SVK,2815,NOVA,Nova Vacsina,New Majority,,,,,2014,2014,4015
SVK,2816,Siet,Siee,Net / Network,,,,,2014,2020,2918
SVK,2814,OLaNO,Obyeajnf Ludia a nezavisle osobnosti,Ordinary People and Independent Personalities,,,,,2014,2023,2130
SVK,2817,LSNS,Ĺudová strana Naše Slovensko (Marian Kotleba),People's Party-Our Slovakia,,,,,2017,2023,656
SVK,2821,Za Ludi,Za Ludi (Andrej Kiska),For the People,,,,,2019,2023,8394
SVK,2819,PS,Progresf vne Slovensko,Progressive Slovakia,,,,,2019,2023,7361
SVK,2818,Sme Rodina,Sme Rodina-Boris Kollar,We are family-Boris Kollar,,,,,2017,2023,4873
SVK,2820,SPOLU,SPOLU-obcianska  demokracia,TOGETHER-Civic Democracy,,,,,2019,2023,8177
SVN,2904,SLS-SKD; SLS,Slovenska ljudska stranka,Slovenian People's Party-Slovenian Christian Democrats; Slovenian People's Party,,,,,2002,2014,764
SVN,2902,"SDS
",Socialdemokratska stranka Slovenije; Slovenska demokratska  stranka,Social Democratic Party of Slovenia; Slovenian Democratic Party,,,,,2002,2023,472
SVN,2903,ZLSD; SD,Zdruzena lista socialnih  demokratov; Socialni Demokrati,United List of Social Democrats; Social Democrats,,,,,2002,2023,1403
SVN,2907,SNS,Slovenska nacionalna stranka,Slovenian National Party,,,,,2002,2020,96
SVN,2905,NSI,Nova Slovenija—Kršcanska ljudska strank,New Slovenia-Christian People's Party,,,,,2002,2023,1618
SVN,2901,LDS,Liberalna demoracija Slovenije,Liberal Democracy of Slovenia,,,,,2002,2010,975
SVN,2908,SMS,Stranka Mladih Slovenije,Party of the Slovenia Youth,,,,,2002,2002,1401
SVN,2906,DeSUS,Demokraticna stranka upokojencev Slovenije,Democratic Party of Pensioners of Slovenia,,,,,2002,2020,467
SVN,2909,AS,Aktivna  Slovenija,Active Slovenia,,,,,2006,2006,1302
SVN,2910,Zares,Zares,Zares-For Real,,,,,2010,2010,474
SVN,2912,ZL;Levica,Zdrufona Levica; Levica,United Left; The Left,,,,,2014,2023,4714
SVN,2913,ZaAB; AB,Zaveznistvo Alenke Bratusek; Stranka Alenke Bratusek,Alliance of Alenka Bratusek; Party of Alenka Bratusek,,,,,2014,2020,3114
SVN,2914,PS,Pozitivna Slovenija,Positive Slovenia,,,,,2014,2014,1773
SVN,2911,SMC,Stranka Mira Cerarja,Party of Miro Cerar,,,,,2014,2020,3098
SVN,2915,LMS,Lista  Vlaijana  Sarca,List of Marjan Saree,,,,,2019,2020,6132
HRV,3104,HSLS,Hrvatska Socijalno Liberalna Stranka,Croatian Social Liberal Party,,,,,2007,2023,214
HRV,3114,ORaH,Odrzivi Razvoj Hrvatske,Croatian  Sustainable  Development,,,,,2014,2014,3201
HRV,3109,HSP,Hrvatska Stranka Prava,Croatian Party of Rights,,,,,2007,2014,253
HRV,3101,HDZ,Hrvatska Demokratska Zajednica,Croatian Democratic Union,,,,,2007,2023,1431
HRV,3107,HDSSB,Hrvatski Demokrtski Sabor Slavonije i Baranje,Croatian Democratic Assembly of Slavonija and Baranja,,,,,2007,2023,2347
HRV,3103,HSS,Hrvatska Seljaeka Stranka,Croatian Peasant Party,,,,,2007,2023,72
HRV,3113,HSP-AS,Hrvatska stranka prava dr. Ante Starcevic,Croatian Party of Rights dr. Ante Stru·cevic,,,,,2014,2014,3706
HRV,3112,HL-SR,Hrvatski Laburisti-Stranka Rada,Croatian Labourists-Labour Party,,,,,2014,2014,3143
HRV,3105,HNS,Hrvatska Narodna  Stranka-Liberalni Demokrati,Croatian People's Party-Liberal Democrats,,,,,2007,2023,799
HRV,3102,SDP,Socialdemokratska Partija Hrvatske,Social Democratic Party of Croatia,,,,,2007,2023,1475
HRV,3106,IDS,Istarski Demokratski Sabor,Istrian Democratic Assembly,,,,,2007,2023,513
HRV,3115,Most,Most nezavisnih lista,Bridge of Independent  Lists,,,,,2019,2023,4865
HRV,3119,HKS,Hrvatska konzervativna stranka,Croatian Conservative Party,,,,,2019,2020,9085
HRV,3110,SDSS,Samostalna demokratska srpska stranka,Independent Democratic Serb Party,,,,,2007,2023,2348
HRV,3116,ZZ,Zivi zid,Human Shield,,,,,2019,2023,4867
HRV,3108,HSU,Hrvatska stranka umirovljenika,Croatian Pru·ty of Pensioners,,,,,2007,2023,2062
HRV,3118,NS-R,Narodna stranka-Reformisti,People's Party-Reformists,,,,,2019,2023,4866
HRV,3117,MB 365,Milan Bandic 365-Stranka rada i solidarnosti,Milan Bandic 365-The Party of Labour and Solidarity,,,,,2019,2020,5452
MLT,3701,PL,Partit Laburista,Labour Party,,,,,2014,2023,808
MLT,3702,PN,Partit Nazzjonalista,Nationalist Party,,,,,2014,2023,699
LUX,3802,Greng,Dei Greng,The Greens,,,,,2014,2019,1138
LUX,3805,ADR,Alternativ Demokratesch Reformpartei,Alternative Democratic Reform Party,,,,,2014,2019,1114
LUX,3804,LSAP,Letzebuerger Sozialistesch Aarbechterpartei,Luxembourg Socialist Workers' Party,,,,,2014,2019,186
LUX,3803,DP,Demokratesch Partei,Democratic Party,,,,,2014,2019,300
LUX,3801,CSV,Chreschtlech Sozial Vollekspartei,Christian Social People's Party,,,,,2014,2019,539
LUX,3806,DL,Dei Lenk,The Left,,,,,2014,2019,271
LUX,3807,PPLU,Piratepartei Letzebuerg,Pirate Party Luxembourg,,,,,2019,2019,2065
CYP,4006,KOP,Kinima Oikologon  Perivallontiston,Ecological and Environmental Movement,,,,,2014,2020,858
CYP,4001,DISY,Dimokratikós Sinagermós,Democratic Rally,,,,,2014,2020,563
CYP,4004,DIKO,Dimokratikó Kómma,Democratic Party,,,,,2014,2020,635
CYP,4002,Evroko,Evropaiko Komma,European Party,,,,,2014,2014,1817
CYP,4005,EDEK,Kinima Sosialdimokraton EDEK,Movement for Social Democracy EDEK,,,,,2014,2020,1028
CYP,4003,AKEL,Anorthotikó Kómma Ergazómenou Laoú,Progressive Party of Working People,,,,,2014,2020,1076
CYP,4007,SYM,Symmachía Politón,Citizens' Alliance,,,,,2019,2020,3117
CYP,4008,Kinhma,Kinima Allilengyu,Solidarity Movement,,,,,2019,2020,4883
CYP,4009,ELAivl,Ethniko Laiko Metopo,National Popular Front,,,,,2019,2020,1013
BIH,3001,SDA,Stranka Demokratske Akcije,Party of Democratic Action,,,,,2007,2019,1454
BIH,3002,SBiH,Stranka za Bosnu i Hercegovinu,Party for Bosnia and Herzegovina,,,,,2007,2007,
BIH,3003,SDP,Socijaldemokratska Partija BiH,Social Democratic Party of BiH,,,,,2007,2019,537
BIH,3004,HDZ BiH,Hrvatska demokratska zajednica Bosne i Hercegovine,Croatian Democratic Union of Bosnia and Herzegovina,,,,,2007,2019,1760
BIH,3005,HDZ 1990,Hrvatska demokratska zajednica 1990,Croatian Democratic Union 1990 (Croats Together alliance),,,,,2007,2014,3168
BIH,3006,SNSD,Savez nezavisnih socijaldemokrata,Alliance of Independent Social Democrats,,,,,2007,2019,292
BIH,3007,SDS,Srpska Demokratska Stranka,Serbian Democratic Party,,,,,2007,2019,1166
HRV,3111,SDAH,Stranka Demokratske Akcije Hrvatske,Party of Democratic Action of Croatia,,,,,2007,2007,
MKD,3201,VMRO-DPME,Vnatresna makedonska revolucionerna organizacija-Demokratska partija za makedonsko nacionalno edinstvo,Internal Macedonian Revolutionary Organization-Democratic Party for Macedonian National Unity,,,,,2007,2019,8840
MKD,3202,SDSM,Socijaldemokrat ski sojuz na Makedonija,Social Democratic Union of Macedonia,,,,,2007,2019,8840
MKD,3203,LOP,Liberalno-demokratska  partija,Liberal Democratic Party,,,,,2007,2007,
MKD,3204,DUI,Demokratska unija za integracija,Democratic Union for Integration,,,,,2007,2019,1220
MKD,3205,DPA,Partia Demokratike Shqiptare/Demokratska Partija na Albancite,Democratic Party of Albanians,,,,,2007,2019,431
MKD,3206,VMRO-NP,Vnatresna Makedonska Revolucionerna  Organizacija-Narodna Partija,Interna l Macedonian Revolutionary Organization-People's  Party,,,,,2007,2007,
MKD,3207,NSDP,Nova socijaldemokratska partija,New Social Democratic Party,,,,,2007,2007,
SRB,3301,SRS,Srpska radikalna stranka,Serbian Radical Party,,,,,2007,2019,
SRB,3302,DS,Demokratska stranka,Democratic Party,,,,,2007,2019,2189
SRB,3303,DSS,Demokratska stranka Srbije,Democratic Party of Serbia,,,,,2007,2014,2190
SRB,3304,NS,Nova Srbija,New Serbia,,,,,2007,2007,
SRB,3305,JS,Jedinstvena Srbija,United Serbia,,,,,2007,2007,
SRB,3306,G17+,G17 Plus,G17 Plus,,,,,2007,2007,
SRB,3307,SPS,Socijalistic(ka partija Srbije,Socialist Party of Serbia,,,,,2007,2019,2178
SRB,3308,LOP,Liberalno-Demokratska Partija,Liberal Democratic Party,,,,,2007,2014,2196
SRB,3309,SPO,Srpski pokret obnove,Serbian Renewal Movement,,,,,2007,2007,
TUR,3401,AKP,Adalet ve Kalk?nma Partisi,Justice and Development Party,,,,,2007,2023,306
TUR,3402,CHP,Cumhuriyet Halk Partisi,Republican People's Party,,,,,2007,2023,1060
TUR,3403,MHP,MilliyetiHareket Partisi,Nationalist Movement Party,,,,,2007,2023,1610
TUR,3404,DYP,Dogru Yol Partisi,True Path Party,,,,,2007,2007,
TUR,3405,GP,Gen Parti,Young Party,,,,,2007,2007,
BIH,3008,DF,Demokratska Franta,Democratic Front,,,,,2014,2019,4717
BIH,3009,SBB BiH,Savez za bolju buduenost BiH,Union for a Better Future of BiH,,,,,2014,2019,3171
BIH,3010,BPS,Bosanskohercegovacka Patriotska Stranka,Bosnian-Herzegovian Patriotic Party,,,,,2014,2014,3683
BIH,3011,PDP,Partija Demokratskog progresa,Party of Democratic Progress,,,,,2014,2019,1673
BIH,3012,NDP,Narodn i Demokratski Pokret,People's Democratic Movement,,,,,2014,2014,4716
BIH,3013,DNS,Demokratski Narodn i Savez,Democratic People's Alliance,,,,,2014,2019,3170
MKD,3208,GROM,Gragjanska opcija za Makedonija-koalicija,Citizen Option for Macedonia-led coalition,,,,,2014,2014,3973
MKD,3209,NDP,Rilindja Demokratike Kombetare/ Nacionalna Demokratska Prerociba,National Democratic Revival,,,,,2014,2014,2914
SRB,3310,SNS,Srpska Napredna Stranka,Serbian progressive party,,,,,2014,2019,3177
SRB,3311,SDP,Socijaldemokratska partija Srbije,Social Democratic Party of Serbia,,,,,2014,2014,4771
SRB,3312,PUPS,Partija Ujedinjenih Penzionera  Srbije,Party of United  Pensioners of Serbia,,,,,2014,2014,2179
SRB,3313,SDS,Socilajdemokratska  Stranka,Socialdemocratic Party,,,,,2014,2014,4770
SRB,3314,LSV,Liga socijaldemokrata  Vojvodine,League of Social Democrats of Vojvodina,,,,,2014,2014,4769
SRB,3315,Dveri,Dveri,Dveri,,,,,2014,2019,5665
ALB,4101,PS,Partia Socialiste e Shqiperise,Socialist Party of Albania,,,,,2014,2019,1729
ALB,4102,LSI,Levizja Socialiste per lntegrim,Socialist Movement for Integration,,,,,2014,2019,2297
ALB,4103,PBDNJ,Partia Bashkimi per te Drejtat e Njeriut,Unity for Human Rights Party,,,,,2014,2014,1636
ALB,4104,PKDSH,Partia Kristian Demokrate e Shqiperise,Christian Democratic Party of Albania,,,,,2014,2014,4715
ALB,4105,PD,Partia Demokratike e Shqiperise,Democratic Party of Albania,,,,,2014,2019,190
ALB,4106,PR,Partia Republikane Shqiptare,Albanian Republican PartyE,,,,,2014,2014,819
ALB,4107,PDIU,"Partia Drejtesi, lntegrim dhe Unitet","Justice, Integration and Unity Party",,,,,2014,2019,3270
XKX,4201,PDK,Partia Demokratike e Kosoves,Democratic Party of Kosovo,,,,,2014,2019,2294
XKX,4202,LDK,Lidhja Demokratike e Kosoves,Democratic League of Kosovo,,,,,2014,2019,2295
XKX,4203,LV,Levizja Vetevendosje!,Self-Determination  Movement!,,,,,2014,2019,2296
XKX,4204,AAK,Aleanca per Ardhmer ine e Kosoves,Alliance for the Future of Kosovo,,,,,2014,2014,3243
XKX,4205,SL,Srpska Lista,Serb List,,,,,2014,2019,5499
XKX,4206,NPK,Nisrna per Kosoven,Initiative for Kosovo,,,,,2014,2014,4765
XKX,4207,AKR,AleaJ1ca Kosova e Re,New Kosovo Alliance,,,,,2014,2019,3703
MNE,4301,DPS,Demokratska Partija Socijalista Crne Gore,Democratic Party of Socialists of Montenegro,,,,,2014,2019,3162
MNE,4302,SDP,Socijaldemokratska  Partija Crne Gore,Social Democratic Party of Montenegro,,,,,2014,2019,3185
MNE,4303,LPCG,Liberalna Partija Crne Gore,Liberal Party of Montenegro,,,,,2014,2014,4768
MNE,4304,NOVA,Nova srpska demokratija,New Serb Democracy,,,,,2014,2019,3252
MNE,4305,PzP,Pokret za Promjene,Movement for Changes,,,,,2014,2019,4766
MNE,4306,SNP,Socijalisticka narodna partija Crne Gore,Socialist People's Party of Montenegro,,,,,2014,2019,3104
MNE,4307,PCG,Pozitivna Crna Gora,Positive Montenegro,,,,,2014,2014,4767
MNE,4308,BS,Bosnjaeka Stranka,Bosniak Party,,,,,2014,2019,3255
UKR,4401,NF,Narndnyy Front,Popular Front,,,,,2014,2014,4773
UKR,4402,BPP,Blok Petra Poroshenka,Petro Poroshenko Bloc,,,,,2014,2014,4778
UKR,4403,Samopomich,Samopomich,Self Reliance Party,,,,,2014,2014,4776
UKR,4404,OB,Opozytsiynyy Blok,Opposition Bloc,,,,,2014,2014,4779
UKR,4405,RP,Radikalna Partiya Oleha Lyashka,Radical Party of Oleh Lyashko,,,,,2014,2014,4774
UKR,4406,BATKIVSHCHYNA,Batkivshchyna,"All-Ukrainian Union ""Fatherland """,,,,,2014,2014,3266
UKR,4407,SVOBODA,Svoboda,Freedom,,,,,2014,2014,3267
UKR,4408,KPU,Komunistychna Partiya Ukrayiny,Communist Party of Ukraine,,,,,2014,2014,2220
UKR,4409,SU,Sylna Ukraina,Strong Ukraine,,,,,2014,2014,3178
UKR,4410,GP,Hromadianska pozytsiia (Anatolii Grytsenko),Civic Position (Anatolii Grytsenko),,,,,2014,2014,4780
UKR,4411,ZASTUP,"Vseukrayins'ke ahrarne ob'yednannya ""ZASTUP""",Zastup,,,,,2014,2014,4772
UKR,4412,PS,Pravyy sektor,Right Sector,,,,,2014,2014,4775
BIH,3014,NS,Nasa stranka,Om Party,,,,,2019,2019,
BIH,3015,PDA,Pokret demokratske  akcije,Movement  of Democratic  Action,,,,,2019,2019,
BIH,3016,SP,Socijalisticka Partija,Socialist Party,,,,,2019,2019,
BIH,3017,ASDA,Stranka demokratske aktivnosti,Party of Democratic Activity,,,,,2019,2019,
MKD,3210,BESA,Dvizenje Besa; Levizja Besa,Besa Movement,,,,,2019,2019,
MKD,3211,AA,Alijansa za Albancite Aleanca per Shqiptaret,Alliance for Albanians,,,,,2019,2019,
MKD,3212,Levica,Leviea,The Left,,,,,2019,2019,
SRB,3316,SPAS,Srpski patriotski savez,Serbian Patriotic Alliance,,,,,2019,2019,
SRB,3317,NS,Narodna stranka,People's Party,,,,,2019,2019,
SRB,3318,SSP,Stranka slobode i pravde,Party of Freedom and Justice,,,,,2019,2019,
SRB,3319,PSG,Pokret slobodnih gradana,Movement of Free Citizens,,,,,2019,2019,
ALB,4108,PSD,Partia Socialdemokrate e Shqiperise,Social Democratic Party of Albania,,,,,2019,2019,
ALB,4109,Grupi Demokrat,Grupi Demokrat,Democratic Group,,,,,2019,2019,
ALB,4110,Grupi partite e djathta,Grupi partite e djathta,Democracy and Justice Group,,,,,2019,2019,
ALB,4111,Te Parvur,Te Pavarur,Independent Group,,,,,2019,2019,
XKX,4208,NISMA,Nisma Socialclemokrate,Socialdemocratic Initiative,,,,,2019,2019,
XKX,4209,Vakat,Koalicija Vakat,Coalition Vakat,,,,,2019,2019,
XKX,4210,KDTP,Kosova Demokratik Turk Partisi,The Turkish Democratic Party of Kosovo,,,,,2019,2019,
MNE,4309,DEMOS,Demokratski Savez,Democratic Alliance,,,,,2019,2019,
MNE,4310,URA,Ujedinjena Reformska Akcija,United Reform Action,,,,,2019,2019,
MNE,4311,DCG,Demokratska Crna Gora,Democratic Montenegro,,,,,2019,2019,
MNE,4312,SD,Socijaldemokrate Crne Gore,Social Democrats of Montenegro,,,,,2019,2019,
MNE,4313,FORCA,Nova Demokratska Snaga,New Democratic Force,,,,,2019,2019,
MNE,4314,HGI,Hrvatska Gradzanska Inicijativa,Croatian Civic Initiative,,,,,2019,2019,
MNE,4315,DNP,Demokratska narodna partija,Democratic People's Party,,,,,2019,2019,
DEU,350,LKR,Liberal-Konservative Reformer,Liberal Conservative Party,,,,,2017,2017,2702
DEU,351,BLAU,Die Blane Partei,The Blue Party,,,,,2017,2017,2702
GRC,450,EK,Enosi Kentroon,Union of Centrists,,,,,2017,2017,2510
ITA,850,SI,Sinistra Italiana,Italian Left,,,,,2017,2017,1212
ITA,851,MDP,Progressista,Democratic and Progressive Movement,,,,,2017,2017,2415
ITA,852,AP,Alternative Popolare,Popular Alternative,,,,,2017,2017,9090
GBR,1150,SF,Sinn Fein,Ourselves,,,,,2017,2017,963
GBR,1151,DUP,Democratic Unionist Party,Democratic Unionist Party,,,,,2017,2017,335
PRT,1251,PDR,Partido  Democratico Republicano,Democratic Republican Party,,,,,2017,2023,4513
HUN,2312,PM,Párbeszéd Magyarországért,Dialogue for Hungary,,,,,2017,2017,3115
HUN,2313,MLP,Magyar Liberális Párt (Liberálisok),Hungarian Liberal Party,,,,,2017,2017,2721
TUR,3408,IYI,Iyi Parti,Good Party,,,,,2020,2023,6236
TUR,3407,HDP,Halklarin Demokratik Partisi,Peoples' Democratic Party,,,,,2020,2023,6042
NOR,3506,KrF,Kristelig Folkeparti,Christian Democratic Party,,,,,2020,2023,705
NOR,3507,V,Venstre,Liberal Party,,,,,2020,2023,1173
NOR,3504,SV,Sosialistisk Venstreparti,Socialist Left Party,,,,,2020,2023,719
NOR,3502,FrP,Fremskrittspartiet,Progress Party,,,,,2020,2023,101
NOR,3503,H,Høyre,Conservative Party,,,,,2020,2023,503
NOR,3505,Sp,Senterpartiet,Centre Party,,,,,2020,2023,1072
NOR,3508,MDG,Miljøpartiet De Grønne,Green Party,,,,,2020,2023,1963
NOR,3501,Ap,Arbeiderpartiet,Labour Party,,,,,2020,2023,448
