ess_cntry,essround,ess_variable,ess_party,ess_party_id,ess_id,first_ess_id,partyfacts_id,country,name_short,name,name_english,technical
CH,10,prtvthch,Center Left-CSP (former Christian Social Party),13,CH-10-13-v,CH-1-8-v,1122,CHE,CsP,Christlich-soziale Partei,Christian Social Party,
CH,10,prtvthch,Movement of the Citizens of French-speaking Switzerland,15,CH-10-15-v,CH-6-12-v,8176,CHE,MCG,Mouvement Citoyens Genevois,Geneva Citizens' Movement,
CH,10,prtvthch,Other,17,CH-10-17-v,CH-1-16-v,1964,CHE,etc,other,other,7
CH,10,prtvthch,Blank paper,18,CH-10-18-v,CH-4-15-v,3086,CHE,tech,technical,technical,12
CH,10,prtvthch,Mixed vote,20,CH-10-20-v,CH-4-16-v,3086,CHE,tech,technical,technical,12
CH,11,prtclhch,Swiss People's Party,1,CH-11-1-c,CH-1-4-c,308,CHE,SVP,Schweizerische Volkspartei,Swiss People's Party,
CH,11,prtclhch,Social Democratic Party / Socialist Party,2,CH-11-2-c,CH-1-3-c,29,CHE,SP,Sozialdemokratische Partei der Schweiz,Social Democratic Party of Switzerland,
CH,11,prtclhch,FDP. The Liberals,3,CH-11-3-c,CH-5-14-c,1231,CHE,FDP,FDP.Die Liberalen,FDP.The Liberals,
CH,11,prtclhch,Green Party,4,CH-11-4-c,CH-1-10-c,1006,CHE,Grue,Grüne Partei,Green Party,
CH,11,prtclhch,The Center (Fusion of Christian Democratic People's Party and Conservative Democ,5,CH-11-5-c,CH-10-5-c,9024,CHE,Centre,Die Mitte,The Centre,
CH,11,prtclhch,Green Liberal Party,6,CH-11-6-c,CH-4-9-c,1759,CHE,GLP,Grünliberale Partei der Schweiz,Green Liberal Party,
CH,11,prtclhch,Federal Democratic Union,8,CH-11-8-c,CH-1-12-c,631,CHE,EDU,Eidgenössisch-Demokratische Union,Federal Democratic Union of Switzerland,
CH,11,prtclhch,Ticino League,9,CH-11-9-c,CH-1-15-c,1661,CHE,LdT,Lega dei Ticinesi,Ticino League,
CH,11,prtclhch,Swiss Labour Party,10,CH-11-10-c,CH-1-9-c,669,CHE,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,
CH,11,prtclhch,"Small leftist parties (Solidarity, Together on the Left, Alternative Left)",11,CH-11-11-c,CH-10-11-c,1964,CHE,etc,other,other,7
CH,11,prtclhch,Center Left-CSP (former Christian Social Party),12,CH-11-12-c,CH-1-8-c,1122,CHE,CsP,Christlich-soziale Partei,Christian Social Party,
CH,11,prtclhch,Liberal-Democratic Party (Basel),13,CH-11-13-c,CH-10-13-c,2939,CHE,1-perc,1 percent,1 percent,11
CH,11,prtclhch,Movement of the Citizens of French-speaking Switzerland,14,CH-11-14-c,CH-7-12-c,8176,CHE,MCG,Mouvement Citoyens Genevois,Geneva Citizens' Movement,
CH,11,prtclhch,Pirate Party Switzerland,15,CH-11-15-c,CH-6-16-c,2939,CHE,1-perc,1 percent,1 percent,11
CH,11,prtclhch,Other,16,CH-11-16-c,CH-1-16-c,1964,CHE,etc,other,other,7
CH,11,prtvthch,Swiss People's Party,1,CH-11-1-v,CH-1-4-v,308,CHE,SVP,Schweizerische Volkspartei,Swiss People's Party,
CH,11,prtvthch,Social Democratic Party / Socialist Party,2,CH-11-2-v,CH-1-3-v,29,CHE,SP,Sozialdemokratische Partei der Schweiz,Social Democratic Party of Switzerland,
CH,11,prtvthch,FDP. The Liberals,3,CH-11-3-v,CH-6-3-v,1231,CHE,FDP,FDP.Die Liberalen,FDP.The Liberals,
CH,11,prtvthch,Green Party,4,CH-11-4-v,CH-1-10-v,1006,CHE,Grue,Grüne Partei,Green Party,
CH,11,prtvthch,Christian Democratic People’s Party,5,CH-11-5-v,CH-1-2-v,1808,CHE,KK/CVP,Katholische Konservative / Christlichdemokratische Volkspartei,Catholic Conservative / Christian Democratic Peoples Party,
CH,11,prtvthch,Green Liberal Party,6,CH-11-6-v,CH-4-9-v,1759,CHE,GLP,Grünliberale Partei der Schweiz,Green Liberal Party,
CH,11,prtvthch,Conservative Democratic Party,7,CH-11-7-v,CH-6-7-v,1415,CHE,BDP,Bürgerlich-Demokratische Partei (BDP) Graubünden,Conservative Democratic Party of Switzerland,
CH,11,prtvthch,Evangelical People's Party,8,CH-11-8-v,CH-1-7-v,1123,CHE,EVP,Evangelische Volkspartei der Schweiz,Protestant Peoples Party,
CH,11,prtvthch,Federal Democratic Union,9,CH-11-9-v,CH-1-12-v,631,CHE,EDU,Eidgenössisch-Demokratische Union,Federal Democratic Union of Switzerland,
CH,11,prtvthch,Ticino League,10,CH-11-10-v,CH-1-15-v,1661,CHE,LdT,Lega dei Ticinesi,Ticino League,
CH,11,prtvthch,Swiss Labour Party,11,CH-11-11-v,CH-1-9-v,669,CHE,PdA,Partei der Arbeit der Schweiz,Swiss Party of Labour,
CH,11,prtvthch,"Small leftist parties (Solidarity, Together on the Left, Alternative Left)",12,CH-11-12-v,CH-10-12-v,1964,CHE,etc,other,other,7
CH,11,prtvthch,Center Left-CSP (former Christian Social Party),13,CH-11-13-v,CH-1-8-v,1122,CHE,CsP,Christlich-soziale Partei,Christian Social Party,
CH,11,prtvthch,Liberal-Democratic Party (Basel),14,CH-11-14-v,CH-11-14-v,,CHE,,,,
CH,11,prtvthch,Other,17,CH-11-17-v,CH-1-16-v,1964,CHE,etc,other,other,7
CH,11,prtvthch,Blank paper,18,CH-11-18-v,CH-4-15-v,3086,CHE,tech,technical,technical,12
CY,3,prtclcy,Progressive Party of Working People (AKEL),1,CY-3-1-c,CY-3-1-c,1076,CYP,AKEL,Anorthotikó Kómma Ergazómenou Laoú,Progressive Party of Working People,
CY,3,prtclcy,Democratic Party (DIKO),2,CY-3-2-c,CY-3-2-c,635,CYP,DIKO,Dimokratikó Kómma,Democratic Party,
CY,3,prtclcy,Democratic Rally (DISY),3,CY-3-3-c,CY-3-3-c,563,CYP,DISY,Dimokratikós Sinayermós,Democratic Rally,
CY,3,prtclcy,European Party (EVROKO),4,CY-3-4-c,CY-3-4-c,1817,CYP,EK,Evropaiko Komma,European Party,
CY,3,prtclcy,The Cyprus Green Party,5,CY-3-5-c,CY-3-5-c,858,CYP,KOP,Kinima Oikologoi Perivallontistoi,Ecological and Environmental Movement,
CY,3,prtclcy,United Democrats (EDI),6,CY-3-6-c,CY-3-6-c,321,CYP,ED,Enomeni Dimokrates,United Democrats,
CY,3,prtclcy,Social Democrats (KS EDEK),7,CY-3-7-c,CY-3-7-c,1028,CYP,EDEK,Kinima Sosialdimokraton EDEK,Movement for Social Democracy EDEK,
CY,3,prtvtcy,Progressive Party of Working People (AKEL),1,CY-3-1-v,CY-3-1-v,1076,CYP,AKEL,Anorthotikó Kómma Ergazómenou Laoú,Progressive Party of Working People,
CY,3,prtvtcy,Democratic Party (DIKO),2,CY-3-2-v,CY-3-2-v,635,CYP,DIKO,Dimokratikó Kómma,Democratic Party,
CY,3,prtvtcy,Democratic Rally (DISY),3,CY-3-3-v,CY-3-3-v,563,CYP,DISY,Dimokratikós Sinayermós,Democratic Rally,
CY,3,prtvtcy,European Party (EVROKO),4,CY-3-4-v,CY-3-4-v,1817,CYP,EK,Evropaiko Komma,European Party,
CY,3,prtvtcy,The Cyprus Green Party,5,CY-3-5-v,CY-3-5-v,858,CYP,KOP,Kinima Oikologoi Perivallontistoi,Ecological and Environmental Movement,
CY,3,prtvtcy,United Democrats (EDI),6,CY-3-6-v,CY-3-6-v,321,CYP,ED,Enomeni Dimokrates,United Democrats,
CY,3,prtvtcy,Social Democrats (KS EDEK),7,CY-3-7-v,CY-3-7-v,1028,CYP,EDEK,Kinima Sosialdimokraton EDEK,Movement for Social Democracy EDEK,
CY,3,prtvtcy,Other,8,CY-3-8-v,CY-3-8-v,1837,CYP,etc,other,other,7
CY,4,prtclcy,Progressive Party of Working People (AKEL),1,CY-4-1-c,CY-3-1-c,1076,CYP,AKEL,Anorthotikó Kómma Ergazómenou Laoú,Progressive Party of Working People,
CY,4,prtclcy,Democratic Party (DIKO),2,CY-4-2-c,CY-3-2-c,635,CYP,DIKO,Dimokratikó Kómma,Democratic Party,
CY,4,prtclcy,Democratic Rally (DISY),3,CY-4-3-c,CY-3-3-c,563,CYP,DISY,Dimokratikós Sinayermós,Democratic Rally,
CY,4,prtclcy,European Party (EVROKO),4,CY-4-4-c,CY-3-4-c,1817,CYP,EK,Evropaiko Komma,European Party,
CY,4,prtclcy,The Cyprus Green Party,5,CY-4-5-c,CY-3-5-c,858,CYP,KOP,Kinima Oikologoi Perivallontistoi,Ecological and Environmental Movement,
CY,4,prtclcy,United Democrats (EDI),6,CY-4-6-c,CY-3-6-c,321,CYP,ED,Enomeni Dimokrates,United Democrats,
CY,4,prtclcy,Social Democrats (KS EDEK),7,CY-4-7-c,CY-3-7-c,1028,CYP,EDEK,Kinima Sosialdimokraton EDEK,Movement for Social Democracy EDEK,
CY,4,prtvtcy,Progressive Party of Working People (AKEL),1,CY-4-1-v,CY-3-1-v,1076,CYP,AKEL,Anorthotikó Kómma Ergazómenou Laoú,Progressive Party of Working People,
CY,4,prtvtcy,Democratic Party (DIKO),2,CY-4-2-v,CY-3-2-v,635,CYP,DIKO,Dimokratikó Kómma,Democratic Party,
CY,4,prtvtcy,Democratic Rally (DISY),3,CY-4-3-v,CY-3-3-v,563,CYP,DISY,Dimokratikós Sinayermós,Democratic Rally,
CY,4,prtvtcy,European Party (EVROKO),4,CY-4-4-v,CY-3-4-v,1817,CYP,EK,Evropaiko Komma,European Party,
CY,4,prtvtcy,The Cyprus Green Party,5,CY-4-5-v,CY-3-5-v,858,CYP,KOP,Kinima Oikologoi Perivallontistoi,Ecological and Environmental Movement,
CY,4,prtvtcy,United Democrats (EDI),6,CY-4-6-v,CY-3-6-v,321,CYP,ED,Enomeni Dimokrates,United Democrats,
CY,4,prtvtcy,Social Democrats (KS EDEK),7,CY-4-7-v,CY-3-7-v,1028,CYP,EDEK,Kinima Sosialdimokraton EDEK,Movement for Social Democracy EDEK,
CY,4,prtvtcy,Other,8,CY-4-8-v,CY-3-8-v,1837,CYP,etc,other,other,7
CY,5,prtclcy,Progressive Party of Working People (AKEL),1,CY-5-1-c,CY-3-1-c,1076,CYP,AKEL,Anorthotikó Kómma Ergazómenou Laoú,Progressive Party of Working People,
CY,5,prtclcy,Democratic Party (DIKO),2,CY-5-2-c,CY-3-2-c,635,CYP,DIKO,Dimokratikó Kómma,Democratic Party,
CY,5,prtclcy,Democratic Rally (DISY),3,CY-5-3-c,CY-3-3-c,563,CYP,DISY,Dimokratikós Sinayermós,Democratic Rally,
CY,5,prtclcy,European Party (EVROKO),4,CY-5-4-c,CY-3-4-c,1817,CYP,EK,Evropaiko Komma,European Party,
CY,5,prtclcy,The Cyprus Green Party,5,CY-5-5-c,CY-3-5-c,858,CYP,KOP,Kinima Oikologoi Perivallontistoi,Ecological and Environmental Movement,
CY,5,prtclcy,United Democrats (EDI),6,CY-5-6-c,CY-3-6-c,321,CYP,ED,Enomeni Dimokrates,United Democrats,
CY,5,prtclcy,Social Democrats (KS EDEK),7,CY-5-7-c,CY-3-7-c,1028,CYP,EDEK,Kinima Sosialdimokraton EDEK,Movement for Social Democracy EDEK,
CY,5,prtclcy,Other,8,CY-5-8-c,CY-5-8-c,1837,CYP,etc,other,other,7
CY,5,prtvtcy,Progressive Party of Working People (AKEL),1,CY-5-1-v,CY-3-1-v,1076,CYP,AKEL,Anorthotikó Kómma Ergazómenou Laoú,Progressive Party of Working People,
CY,5,prtvtcy,Democratic Party (DIKO),2,CY-5-2-v,CY-3-2-v,635,CYP,DIKO,Dimokratikó Kómma,Democratic Party,
CY,5,prtvtcy,Democratic Rally (DISY),3,CY-5-3-v,CY-3-3-v,563,CYP,DISY,Dimokratikós Sinayermós,Democratic Rally,
CY,5,prtvtcy,European Party (EVROKO),4,CY-5-4-v,CY-3-4-v,1817,CYP,EK,Evropaiko Komma,European Party,
CY,5,prtvtcy,The Cyprus Green Party,5,CY-5-5-v,CY-3-5-v,858,CYP,KOP,Kinima Oikologoi Perivallontistoi,Ecological and Environmental Movement,
CY,5,prtvtcy,United Democrats (EDI),6,CY-5-6-v,CY-3-6-v,321,CYP,ED,Enomeni Dimokrates,United Democrats,
CY,5,prtvtcy,Social Democrats (KS EDEK),7,CY-5-7-v,CY-3-7-v,1028,CYP,EDEK,Kinima Sosialdimokraton EDEK,Movement for Social Democracy EDEK,
CY,5,prtvtcy,Other,8,CY-5-8-v,CY-3-8-v,1837,CYP,etc,other,other,7
CY,6,prtclacy,Progressive Party of Working People (AKEL),1,CY-6-1-c,CY-3-1-c,1076,CYP,AKEL,Anorthotikó Kómma Ergazómenou Laoú,Progressive Party of Working People,
CY,6,prtclacy,Democratic Party (DIKO),2,CY-6-2-c,CY-3-2-c,635,CYP,DIKO,Dimokratikó Kómma,Democratic Party,
CY,6,prtclacy,Democratic Rally (DISY),3,CY-6-3-c,CY-3-3-c,563,CYP,DISY,Dimokratikós Sinayermós,Democratic Rally,
CY,6,prtclacy,European Party (EVROKO),4,CY-6-4-c,CY-3-4-c,1817,CYP,EK,Evropaiko Komma,European Party,
CY,6,prtclacy,The Cyprus Green Party,5,CY-6-5-c,CY-3-5-c,858,CYP,KOP,Kinima Oikologoi Perivallontistoi,Ecological and Environmental Movement,
CY,6,prtclacy,Social Democrats (KS EDEK),6,CY-6-6-c,CY-3-7-c,1028,CYP,EDEK,Kinima Sosialdimokraton EDEK,Movement for Social Democracy EDEK,
CY,6,prtclacy,Other,7,CY-6-7-c,CY-5-8-c,1837,CYP,etc,other,other,7
CY,6,prtvtacy,Progressive Party of Working People (AKEL),1,CY-6-1-v,CY-3-1-v,1076,CYP,AKEL,Anorthotikó Kómma Ergazómenou Laoú,Progressive Party of Working People,
CY,6,prtvtacy,Democratic Party (DIKO),2,CY-6-2-v,CY-3-2-v,635,CYP,DIKO,Dimokratikó Kómma,Democratic Party,
CY,6,prtvtacy,Democratic Rally (DISY),3,CY-6-3-v,CY-3-3-v,563,CYP,DISY,Dimokratikós Sinayermós,Democratic Rally,
CY,6,prtvtacy,European Party (EVROKO),4,CY-6-4-v,CY-3-4-v,1817,CYP,EK,Evropaiko Komma,European Party,
CY,6,prtvtacy,The Cyprus Green Party,5,CY-6-5-v,CY-3-5-v,858,CYP,KOP,Kinima Oikologoi Perivallontistoi,Ecological and Environmental Movement,
CY,6,prtvtacy,Social Democrats (KS EDEK),6,CY-6-6-v,CY-3-7-v,1028,CYP,EDEK,Kinima Sosialdimokraton EDEK,Movement for Social Democracy EDEK,
CY,6,prtvtacy,Other,7,CY-6-7-v,CY-3-8-v,1837,CYP,etc,other,other,7
CY,9,prtclbcy,Progressive Party of Working People (AKEL),1,CY-9-1-c,CY-3-1-c,1076,CYP,AKEL,Anorthotikó Kómma Ergazómenou Laoú,Progressive Party of Working People,
CY,9,prtclbcy,Democratic Party (DIKO),2,CY-9-2-c,CY-3-2-c,635,CYP,DIKO,Dimokratikó Kómma,Democratic Party,
CY,9,prtclbcy,Democratic Rally (DISY),3,CY-9-3-c,CY-3-3-c,563,CYP,DISY,Dimokratikós Sinayermós,Democratic Rally,
CY,9,prtclbcy,National Popular Front (ELAM),4,CY-9-4-c,CY-9-4-c,1013,CYP,ELAM,Ethniko Laiko Metopo,National Popular Front,
CY,9,prtclbcy,Solidarity Movement (KINIMA ALLILEGII),5,CY-9-5-c,CY-9-5-c,4883,CYP,KINHMA,Kinima Allileggiis,Solidarity Movement,
CY,9,prtclbcy,The Cyprus Green Party,6,CY-9-6-c,CY-3-5-c,858,CYP,KOP,Kinima Oikologoi Perivallontistoi,Ecological and Environmental Movement,
CY,9,prtclbcy,Social Democrats (KS EDEK),8,CY-9-8-c,CY-3-7-c,1028,CYP,EDEK,Kinima Sosialdimokraton EDEK,Movement for Social Democracy EDEK,
CY,9,prtclbcy,Other,9,CY-9-9-c,CY-5-8-c,1837,CYP,etc,other,other,7
CY,9,prtvtbcy,Progressive Party of Working People (AKEL),1,CY-9-1-v,CY-3-1-v,1076,CYP,AKEL,Anorthotikó Kómma Ergazómenou Laoú,Progressive Party of Working People,
CY,9,prtvtbcy,Democratic Party (DIKO),2,CY-9-2-v,CY-3-2-v,635,CYP,DIKO,Dimokratikó Kómma,Democratic Party,
CY,9,prtvtbcy,Democratic Rally (DISY),3,CY-9-3-v,CY-3-3-v,563,CYP,DISY,Dimokratikós Sinayermós,Democratic Rally,
CY,9,prtvtbcy,National Popular Front (ELAM),4,CY-9-4-v,CY-9-4-v,1013,CYP,ELAM,Ethniko Laiko Metopo,National Popular Front,
CY,9,prtvtbcy,Solidarity Movement (KINIMA ALLILEGII),5,CY-9-5-v,CY-9-5-v,4883,CYP,KINHMA,Kinima Allileggiis,Solidarity Movement,
CY,9,prtvtbcy,The Cyprus Green Party,6,CY-9-6-v,CY-3-5-v,858,CYP,KOP,Kinima Oikologoi Perivallontistoi,Ecological and Environmental Movement,
CY,9,prtvtbcy,Citizens' Alliance (SYMMACHIA POLITON),7,CY-9-7-v,CY-9-7-v,3117,CYP,SYM,Symmaxia,Citizen's Alliance,
CY,9,prtvtbcy,Social Democrats (KS EDEK),8,CY-9-8-v,CY-3-7-v,1028,CYP,EDEK,Kinima Sosialdimokraton EDEK,Movement for Social Democracy EDEK,
CY,9,prtvtbcy,Other,9,CY-9-9-v,CY-3-8-v,1837,CYP,etc,other,other,7
CY,10,prtclccy,Generation Change,1,CY-10-1-c,CY-10-1-c,,CYP,,,,
CY,10,prtclccy,Solidarity Movement (KINIMA ALLILEGII),2,CY-10-2-c,CY-9-5-c,4883,CYP,KINHMA,Kinima Allileggiis,Solidarity Movement,
CY,10,prtclccy,Famagusta for Cyprus,3,CY-10-3-c,CY-10-3-c,,CYP,,,,
CY,10,prtclccy,Progressive Party of Working People (AKEL),4,CY-10-4-c,CY-3-1-c,1076,CYP,AKEL,Anorthotikó Kómma Ergazómenou Laoú,Progressive Party of Working People,
CY,10,prtclccy,Awakening 2020,5,CY-10-5-c,CY-10-5-c,,CYP,,,,
CY,10,prtclccy,Democratic Front (DIPA),6,CY-10-6-c,CY-10-6-c,,CYP,,,,
CY,10,prtclccy,Democratic Party (DIKO),7,CY-10-7-c,CY-3-2-c,635,CYP,DIKO,Dimokratikó Kómma,Democratic Party,
CY,10,prtclccy,Democratic Rally (DISY),8,CY-10-8-c,CY-3-3-c,563,CYP,DISY,Dimokratikós Sinayermós,Democratic Rally,
CY,10,prtclccy,National Popular Front (ELAM),9,CY-10-9-c,CY-9-4-c,1013,CYP,ELAM,Ethniko Laiko Metopo,National Popular Front,
CY,10,prtclccy,Active Citizens – United Cypriot Hunters Movement,10,CY-10-10-c,CY-10-10-c,,CYP,,,,
CY,10,prtclccy,The Cyprus Green Party,11,CY-10-11-c,CY-3-5-c,858,CYP,KOP,Kinima Oikologoi Perivallontistoi,Ecological and Environmental Movement,
CY,10,prtclccy,Social Democrats (KS EDEK),12,CY-10-12-c,CY-3-7-c,1028,CYP,EDEK,Kinima Sosialdimokraton EDEK,Movement for Social Democracy EDEK,
CY,10,prtclccy,Animal Party Cyprus,13,CY-10-13-c,CY-10-13-c,,CYP,,,,
CY,10,prtclccy,Patriotic Coalition,14,CY-10-14-c,CY-10-14-c,,CYP,,,,
CY,10,prtclccy,People's Breath,15,CY-10-15-c,CY-10-15-c,,CYP,,,,
CY,10,prtclccy,Other,16,CY-10-16-c,CY-5-8-c,1837,CYP,etc,other,other,7
CY,10,prtvtccy,Generation Change,1,CY-10-1-v,CY-10-1-v,,CYP,,,,
CY,10,prtvtccy,Solidarity Movement (KINIMA ALLILEGII),2,CY-10-2-v,CY-9-5-v,4883,CYP,KINHMA,Kinima Allileggiis,Solidarity Movement,
CY,10,prtvtccy,Famagusta for Cyprus,3,CY-10-3-v,CY-10-3-v,,CYP,,,,
CY,10,prtvtccy,Progressive Party of Working People (AKEL),4,CY-10-4-v,CY-3-1-v,1076,CYP,AKEL,Anorthotikó Kómma Ergazómenou Laoú,Progressive Party of Working People,
CY,10,prtvtccy,Awakening 2020,5,CY-10-5-v,CY-10-5-v,,CYP,,,,
CY,10,prtvtccy,Democratic Front (DIPA),6,CY-10-6-v,CY-10-6-v,,CYP,,,,
CY,10,prtvtccy,Democratic Party (DIKO),7,CY-10-7-v,CY-3-2-v,635,CYP,DIKO,Dimokratikó Kómma,Democratic Party,
CY,10,prtvtccy,Democratic Rally (DISY),8,CY-10-8-v,CY-3-3-v,563,CYP,DISY,Dimokratikós Sinayermós,Democratic Rally,
CY,10,prtvtccy,National Popular Front (ELAM),9,CY-10-9-v,CY-9-4-v,1013,CYP,ELAM,Ethniko Laiko Metopo,National Popular Front,
CY,10,prtvtccy,Active Citizens – United Cypriot Hunters Movement,10,CY-10-10-v,CY-10-10-v,,CYP,,,,
CY,10,prtvtccy,The Cyprus Green Party,11,CY-10-11-v,CY-3-5-v,858,CYP,KOP,Kinima Oikologoi Perivallontistoi,Ecological and Environmental Movement,
CY,10,prtvtccy,Social Democrats (KS EDEK),12,CY-10-12-v,CY-3-7-v,1028,CYP,EDEK,Kinima Sosialdimokraton EDEK,Movement for Social Democracy EDEK,
CY,10,prtvtccy,Animal Party Cyprus,13,CY-10-13-v,CY-10-13-v,,CYP,,,,
CY,10,prtvtccy,Patriotic Coalition,14,CY-10-14-v,CY-10-14-v,,CYP,,,,
CY,10,prtvtccy,People's Breath,15,CY-10-15-v,CY-10-15-v,,CYP,,,,
CY,10,prtvtccy,Other,16,CY-10-16-v,CY-3-8-v,1837,CYP,etc,other,other,7
CY,11,prtclccy,Famagusta for Cyprus,3,CY-11-3-c,CY-10-3-c,,CYP,,,,
CY,11,prtclccy,Progressive Party of Working People (AKEL),4,CY-11-4-c,CY-3-1-c,1076,CYP,AKEL,Anorthotikó Kómma Ergazómenou Laoú,Progressive Party of Working People,
CY,11,prtclccy,Democratic Front (DIPA),6,CY-11-6-c,CY-10-6-c,,CYP,,,,
CY,11,prtclccy,Democratic Party (DIKO),7,CY-11-7-c,CY-3-2-c,635,CYP,DIKO,Dimokratikó Kómma,Democratic Party,
CY,11,prtclccy,Democratic Rally (DISY),8,CY-11-8-c,CY-3-3-c,563,CYP,DISY,Dimokratikós Sinayermós,Democratic Rally,
CY,11,prtclccy,National Popular Front (ELAM),9,CY-11-9-c,CY-9-4-c,1013,CYP,ELAM,Ethniko Laiko Metopo,National Popular Front,
CY,11,prtclccy,Active Citizens – United Cypriot Hunters Movement,10,CY-11-10-c,CY-10-10-c,,CYP,,,,
CY,11,prtclccy,The Cyprus Green Party,11,CY-11-11-c,CY-3-5-c,858,CYP,KOP,Kinima Oikologoi Perivallontistoi,Ecological and Environmental Movement,
CY,11,prtclccy,Social Democrats (KS EDEK),12,CY-11-12-c,CY-3-7-c,1028,CYP,EDEK,Kinima Sosialdimokraton EDEK,Movement for Social Democracy EDEK,
CY,11,prtclccy,Animal Party Cyprus,13,CY-11-13-c,CY-10-13-c,,CYP,,,,
CY,11,prtclccy,Other,16,CY-11-16-c,CY-5-8-c,1837,CYP,etc,other,other,7
CY,11,prtvtccy,Generation Change,1,CY-11-1-v,CY-10-1-v,,CYP,,,,
CY,11,prtvtccy,Famagusta for Cyprus,3,CY-11-3-v,CY-10-3-v,,CYP,,,,
CY,11,prtvtccy,Progressive Party of Working People (AKEL),4,CY-11-4-v,CY-3-1-v,1076,CYP,AKEL,Anorthotikó Kómma Ergazómenou Laoú,Progressive Party of Working People,
CY,11,prtvtccy,Awakening 2020,5,CY-11-5-v,CY-10-5-v,,CYP,,,,
CY,11,prtvtccy,Democratic Front (DIPA),6,CY-11-6-v,CY-10-6-v,,CYP,,,,
CY,11,prtvtccy,Democratic Party (DIKO),7,CY-11-7-v,CY-3-2-v,635,CYP,DIKO,Dimokratikó Kómma,Democratic Party,
CY,11,prtvtccy,Democratic Rally (DISY),8,CY-11-8-v,CY-3-3-v,563,CYP,DISY,Dimokratikós Sinayermós,Democratic Rally,
CY,11,prtvtccy,National Popular Front (ELAM),9,CY-11-9-v,CY-9-4-v,1013,CYP,ELAM,Ethniko Laiko Metopo,National Popular Front,
CY,11,prtvtccy,Active Citizens – United Cypriot Hunters Movement,10,CY-11-10-v,CY-10-10-v,,CYP,,,,
CY,11,prtvtccy,The Cyprus Green Party,11,CY-11-11-v,CY-3-5-v,858,CYP,KOP,Kinima Oikologoi Perivallontistoi,Ecological and Environmental Movement,
CY,11,prtvtccy,Social Democrats (KS EDEK),12,CY-11-12-v,CY-3-7-v,1028,CYP,EDEK,Kinima Sosialdimokraton EDEK,Movement for Social Democracy EDEK,
CY,11,prtvtccy,Animal Party Cyprus,13,CY-11-13-v,CY-10-13-v,,CYP,,,,
CY,11,prtvtccy,Other,16,CY-11-16-v,CY-3-8-v,1837,CYP,etc,other,other,7
CZ,1,prtclcz,ČSSD,1,CZ-1-1-c,CZ-1-1-c,177,CZE,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,
CZ,1,prtclcz,ODA Civic Democratic Alliance,2,CZ-1-2-c,CZ-1-2-c,1008,CZE,ODA,Občanská demokratická aliance,Civic Democratic Alliance,
CZ,1,prtclcz,RMS Republicans of Miroslav Sladek,4,CZ-1-4-c,CZ-1-4-c,972,CZE,RMS,Republikanska Miroslava Sladka,Republicans of Miroslav Sladek,
CZ,1,prtclcz,ČSNS,5,CZ-1-5-c,CZ-1-5-c,1813,CZE,CSS,[ Liberální / Česká ] strana národně sociální,[ Liberal / Czech ] National Social Party,
CZ,1,prtclcz,SV-SOS P.of Countryside-Assoc.Civic Forces,6,CZ-1-6-c,CZ-1-6-c,2657,CZE,1-perc,1 percent,1 percent,11
CZ,1,prtclcz,Association of Independents,7,CZ-1-7-c,CZ-1-7-c,884,CZE,Sn,Sdruzeni nezavislych,Association of Independents,
CZ,1,prtclcz,ODS,8,CZ-1-8-c,CZ-1-8-c,466,CZE,ODS,Občanská demokratická strana,Civic Democratic Party,
CZ,1,prtclcz,KSČM,9,CZ-1-9-c,CZ-1-9-c,1728,CZE,KSCM,Komunistická strana Cech a Moravy,Communist Party of Bohemia and Moravia,
CZ,1,prtclcz,KDU-CSL Christian Democratic P.,10,CZ-1-10-c,CZ-1-10-c,676,CZE,KDU/CSL,Křesťanská a demokratická unie / Československá strana lidová,Christian Democratic Union / People's Party,
CZ,1,prtclcz,US Freedom Union,11,CZ-1-11-c,CZ-1-11-c,905,CZE,US,Unie svobody,Freedom Union,
CZ,1,prtclcz,SŽJ P.for Life Securities,12,CZ-1-12-c,CZ-1-12-c,670,CZE,DZJ,Důchodci za životní jistoty,Pensioners for a Secure Living,
CZ,1,prtclcz,PB Right Block,13,CZ-1-13-c,CZ-1-13-c,904,CZE,PB,Pravý Blok,Right Bloc,
CZ,1,prtclcz,SZ,14,CZ-1-14-c,CZ-1-14-c,1554,CZE,SZ,Strana zelených,Green Party,
CZ,1,prtclcz,Other,15,CZ-1-15-c,CZ-1-15-c,1838,CZE,etc,other,other,7
CZ,1,prtvtcz,ČSSD,1,CZ-1-1-v,CZ-1-1-v,177,CZE,CSSD,Česká strana sociálně demokratická,Czech Social Democratic Party,
CZ,1,prtvtcz,ODA Civic Democratic Alliance,2,CZ-1-2-v,CZ-1-2-v,1008,CZE,ODA,Občanská demokratická aliance,Civic Democratic Alliance,
CZ,1,prtvtcz,Naděje (Hope),3,CZ-1-3-v,CZ-1-3-v,2657,CZE,1-perc,1 percent,1 percent,11
CZ,1,prtvtcz,RMS Republicans of Miroslav Sladek,4,CZ-1-4-v,CZ-1-4-v,972,CZE,RMS,Republikanska Miroslava Sladka,Republicans of Miroslav Sladek,
CZ,1,prtvtcz,ČSNS,5,CZ-1-5-v,CZ-1-5-v,1813,CZE,CSS,[ Liberální / Česká ] strana národně sociální,[ Liberal / Czech ] National Social Party,
